title,url,date_posted,snippet,full_text,image_urls,url_source
PCG Offers Medical Aid to Filipino Fishing Boat Crew,https://wpstransparency.ph/pcg-offers-medical-aid-to-filipino-fishing-boat-crew/,"January 27, 2025","PCG Provides Medical Assistance to Filipino Fishing Boat The Philippine Coast Guard (PCG) vessel, BRP Cabra, promptly responded to a distress call from a Filipino fishing boat situated 70 nautical ...","PCG Provides Medical Assistance to Filipino Fishing Boat

The Philippine Coast Guard (PCG) vessel, BRP Cabra, promptly responded to a distress call from a Filipino fishing boat situated 70 nautical miles southwest of Silanguin Island, Zambales. Upon arrival, the fishermen faced heavy waves and utilized their indigenous boats to transport the PCG medical team for assistance. Unfortunately, the team discovered that the fisherman had no pulse and was already deceased.

To transport the body of the fisherman back to Subic, Zambales, BRP Cabra bravely navigated through the heavy waves to retrieve the deceased using its crane. It is crucial to note that the Chinese Coast Guard vessel CCG-3304, despite being aware of the distress call from the Filipino fishermen, engaged in shadowing that hindered the Philippine Coast Guard (PCG) vessel’s efforts to recover the body.

As of 7 PM, BRP Teresa Magbanua is en route to assume responsibility for patrolling the coast of Zambales to address the illegal presence of the Chinese Coast Guard. This follows the commendable efforts of BRP Cabra over the past few days in pushing CCG vessels further from the coast.

The PCG remains steadfast in its commitment to prioritize the welfare and safety of Filipino fishermen. Despite facing wave heights of 3 to 4 meters, the PCG vessels will continue to operate courageously while standing firm against the illegal deployment of Chinese Coast Guard vessels off the coast of Zambales.","['https://pbs.twimg.com/media/GiTPVZTaEAAf4dB?format=jpg&name=large', 'https://pbs.twimg.com/media/GiTPVZ6aEAES-iE?format=jpg&name=large']",https://x.com/jaytaryela/status/1883858785569230912
BRP Cabra Holds Back Chinese Coast Guard Off Zambales Coast,https://wpstransparency.ph/brp-cabra-holds-back-chinese-coast-guard-off-zambales-coast/,"January 26, 2025","BRP Cabra Effectively Holds Back Chinese Coast Guard from Zambales Coastline The BRP Cabra, despite its smaller size compared to the China Coast Guard vessel CCG-3103, has been successful in ...","BRP Cabra Effectively Holds Back Chinese Coast Guard from Zambales Coastline

The BRP Cabra, despite its smaller size compared to the China Coast Guard vessel CCG-3103, has been successful in preventing the Chinese vessel from advancing closer to the coast of Zambales. The Philippine Coast Guard (PCG) vessel has maintained the China Coast Guard vessel to keep a distance of 90-100 nautical miles away from the Philippines’ Exclusive Economic Zone (EEZ).

It is noteworthy that, although BRP Cabra is only 44 meters in length, the Chinese Coast Guard has deployed CCG-3304 at a distance, appearing to serve as a supporting vessel for CCG-3103. Additionally, CCG-5901 was also spotted a few nautical miles away from CCG-3103 later today.

Despite these developments, the PCG remains committed to challenging the illegal presence of Chinese Coast Guard vessels. The PCG will not allow China to alter the status quo by encroaching closer to the coastline of Zambales. Our continued presence serves as a clear demonstration of our commitment to upholding our sovereign rights and a steadfast stance against any violations of international law, all while prioritizing a peaceful approach.","['https://pbs.twimg.com/media/GiOfoSXboAAkvSq?format=jpg&name=large', 'https://pbs.twimg.com/media/GiOfoSXaIAAEmFV?format=jpg&name=large']",https://x.com/jaytaryela/status/1883524699227033625
BRP Cabra Challenges Illegal CCG Vessel Presence,https://wpstransparency.ph/brp-cabra-challenges-illegal-ccg-vessel-presence/,"January 24, 2025","BRP Cabra Vigilantly Challenges Illegal Presence of the Chinese Coast Guard Vessels In a demonstration of vigilant maritime patrol, the BRP Cabra successfully prevented China Coast Guard 3103 from getting ...","BRP Cabra Vigilantly Challenges Illegal Presence of the Chinese Coast Guard Vessels

In a demonstration of vigilant maritime patrol, the BRP Cabra successfully prevented China Coast Guard 3103 from getting closer to the coast of Zambales. The Philippine Coast Guard was able to push it away to a distance of 85-90 nautical miles from the coastline.

At 1 PM, CCG-3103 was replaced by a larger vessel, CCG-3304, likely with the intention of outmaneuvering the PCG vessel due to its size and speed.

The CCG-3304 measures an overall length of 111 meters and a width of 46 meters, making it significantly larger than its predecessor. Despite the imposing size of the CCG-3304, the PCG vessel continued to carry out hourly radio challenges, effectively notifying the CCG of its illegal presence in the Philippines’ Exclusive Economic Zone.

The unwavering commitment of the BRP Cabra underscores the Philippine Coast Guard’s dedication to its patriotic duty of protecting the nation’s maritime rights in the West Philippine Sea.",['https://pbs.twimg.com/media/GiEdXfPa8AESjYL?format=jpg&name=large'],https://x.com/jaytaryela/status/1882818487795786140
PCG Maintains Vigilance Against Illegal CCG Deployment,https://wpstransparency.ph/pcg-maintains-vigilance-against-illegal-ccg-deployment/,"January 21, 2025",Philippine Coast Guard Maintains Vigilance Amidst Illegal Deployment by China Coast Guard Vessel The Philippine Coast Guard (PCG) has relieved BRP Gabriela Silang (8301) with the 44-meter Multi Role and ...,"Philippine Coast Guard Maintains Vigilance Amidst Illegal Deployment by China Coast Guard Vessel

The Philippine Coast Guard (PCG) has relieved BRP Gabriela Silang (8301) with the 44-meter Multi Role and Response Vessel, BRP Suluan (MRRV-4406), to continue its vigilance in monitoring the Chinese Coast Guard vessel CCG-3304, which has been operating illegally off the coast of Zambales Province at an average distance of 60-70 nautical miles.

In a significant development early this morning, CCG-3304 was replaced by another Chinese vessel, bow number 3103. Although this new vessel is smaller than its predecessor, it measures 77.7 meters in length and 10.4 meters in width, making it still larger than the 44-meter BRP Suluan.

Despite challenging sea conditions with wave heights of 2-3 meters, BRP Suluan has maintained close monitoring of CCG-3103, effectively preventing the larger vessel from approaching the Zambales coastline. Furthermore, the PCG vessel has aggressively radio-challenged CCG-3103, asserting that its illegal presence violates the Philippine Maritime Zones Act, the United Nations Convention on the Law of the Sea (UNCLOS), and the 2016 Arbitral Award.

As of 9 PM this evening, current monitoring by the PCG indicates that the vessel commonly referred to as the “monster ship,” CCG-5901, is now 113 nautical miles away from Zambales but remains within the Exclusive Economic Zone (EEZ) at a distance of 19 nautical miles from BDM. Meanwhile, CCG-3304 is approximately 105 nautical miles from Zambales, approaching BDM at a distance of 28 nautical miles. Additionally, CCG-3103 continues its illegal patrol off the coast of Zambales, currently 76 nautical miles from Pundaquit, Zambales.

The Philippine Coast Guard remains steadfast in its commitment to safeguarding the country’s maritime interests and upholding international law without escalating tensions.",['https://pbs.twimg.com/media/Gh0vk-mbUAA_Zlm?format=jpg&name=large'],https://x.com/jaytaryela/status/1881712655209275394
PCG Challenges Illegal Presence of CCG Vessel 5901,https://wpstransparency.ph/pcg-challenges-illegal-presence-of-ccg-vessel-5901/,"January 18, 2025","Philippine Coast Guard Continues to Challenge Illegal Presence of Chinese Coast Guard Vessel 5901 The Philippine Coast Guard (PCG) vessel, BRP Gabriela Silang (OPV-8301), is actively monitoring and challenging the ...","Philippine Coast Guard Continues to Challenge Illegal Presence of Chinese Coast Guard Vessel 5901

The Philippine Coast Guard (PCG) vessel, BRP Gabriela Silang (OPV-8301), is actively monitoring and challenging the unlawful presence of the Chinese Coast Guard vessel 5901, which is operating within the Philippines’ Exclusive Economic Zone (EEZ) at a distance of 60-70 nautical miles from the Zambales coastline.

This 83-meter French-built PCG vessel is boldly asserting its stance against any attempts to legitimize illegal activities in the West Philippine Sea. By confronting the presence of Chinese Coast Guard Vessel 5901, the PCG sends a clear message: the normalization of unlawful deployments will not be accepted or tolerated.

During the entire maritime patrol today, the PCG crew conducted a radio challenge to firmly remind the Chinese Coast Guard vessels of their unlawful actions, particularly regarding their claims of conducting maritime patrols. It is important to note that the United Nations Convention on the Law of the Sea (UNCLOS) clarifies that the freedom of navigation for foreign-flagged vessels does not extend to conducting patrols within the EEZ of other states.

The PCG remains resolute in its commitment to monitoring and challenging the illegal activities of the Chinese vessel. The PCG stands firm in its dedication to ensuring that no unlawful actions by the China Coast Guard in the West Philippine Sea go unchallenged.",['https://pbs.twimg.com/media/GhlQ3tMbQAE7Gu3?format=jpg&name=large'],https://x.com/jaytaryela/status/1880626965214052588
PCG Monitors Illegal CCG Presence Off Zambales,https://wpstransparency.ph/pcg-monitors-illegal-ccg-presence-off-zambales/,"January 15, 2025","Philippine Coast Guard Monitors Illegal Presence of China Coast Guard Off Zambales The Philippine Coast Guard (PCG) Offshore Patrol Vessel, BRP Gabriela Silang, is actively overseeing the illegal deployment of ...","Philippine Coast Guard Monitors Illegal Presence of China Coast Guard Off Zambales

The Philippine Coast Guard (PCG) Offshore Patrol Vessel, BRP Gabriela Silang, is actively overseeing the illegal deployment of China Coast Guard vessel 5901 off the coast of Zambales Province. Throughout the day, the movements of the China Coast Guard vessel have not been continuous or expeditious, failing to meet the necessary criteria for exercising the right of innocent passage.

In response, BRP Gabriela Silang has effectively maintained a protective position through skillful seamanship, successfully keeping the China Coast Guard at an average distance of 60-70 nautical miles from the Philippine coastline.

It is essential to note that while the China Coast Guard has conducted a radio challenge against the BRP Gabriela Silang, stating that it is violating the Convention on the International Regulations for Preventing Collisions at Sea, 1972 (COLREGs), this allegation disregards the more critical issue of the China Coast Guard’s illegal presence within the Philippines’ Exclusive Economic Zone. The PCG’s close maneuvering against the China Coast Guard vessel is vital to prevent it from approaching forward the Zambales coast.

The Philippine Coast Guard remains committed to safeguarding the nation’s maritime interests and will continue to monitor and address any threats to its maritime jurisdiction, sovereign rights, and sovereignty in the West Philippine Sea.",['https://pbs.twimg.com/media/GhVglUmaIAENhuM?format=jpg&name=large'],https://x.com/jaytaryela/status/1879515318470803837
PCG Islander Monitors Illegal Chinese Coast Guard Vessel,https://wpstransparency.ph/pcg-islander-monitors-illegal-chinese-coast-guard-vessel/,"January 13, 2025","PCG Islander Continues Vigilant Monitoring of Chinese Coast Guard Vessel In response to the derangement of BRP Teresa Magbanua, which has returned to Bataan for minor repairs, the Philippine Coast ...","PCG Islander Continues Vigilant Monitoring of Chinese Coast Guard Vessel

In response to the derangement of BRP Teresa Magbanua, which has returned to Bataan for minor repairs, the Philippine Coast Guard (PCG) remains resolute in its commitment to safeguarding our maritime jurisdiction. The has ensured that the Chinese Coast Guard Vessel 5901, known as the “monster ship,” is closely monitored through the deployment of the PCG Islander for aerial maritime patrols.

This afternoon, the PCG Islander asserted a firm position against the illegal presence of the Chinese monster ship within the Philippines’ Exclusive Economic Zone (EEZ) by issuing a radio challenge. This emphasized that the Chinese Coast Guard vessel is operating within Philippine maritime jurisdiction and that China lacks the legal authority to claim it is conducting legitimate maritime patrol operations. The Chinese vessel was tracked at an approximate distance of 67 nautical miles off the coast of Zambales.

The PCG recognizes the critical importance of its role, not only in physically monitoring the Chinese Coast Guard vessel but also in preventing any attempts by China to normalize its illegal deployment of maritime forces and disrupt the status quo.","['https://pbs.twimg.com/media/GhLI3NraUAAXS3m?format=jpg&name=large', 'https://pbs.twimg.com/media/GhLI3NhbcAAFfAr?format=jpg&name=large']",https://x.com/jaytaryela/status/1878784910003233185
BRP Teresa Magbanua Monitors Illegal CCG Presence,https://wpstransparency.ph/brp-teresa-magbanua-monitors-illegal-ccg-presence/,"January 10, 2025","BRP Teresa Magbanua Sustains Vigilance Against China Coast Guard Illegal Presence The Philippine Coast Guard (PCG) vessel, BRP Teresa Magbanua (MRRV-9701), remains deployed in the vicinity where the Chinese Coast ...","BRP Teresa Magbanua Sustains Vigilance Against China Coast Guard Illegal Presence

The Philippine Coast Guard (PCG) vessel, BRP Teresa Magbanua (MRRV-9701), remains deployed in the vicinity where the Chinese Coast Guard vessel 3304 is illegally sailing, approximately 70-80 nautical miles off the coast of Zambales. This unwavering presence is in compliance with the standing policy direction of His Excellency President@bongbongmarcosaimed at thwarting the normalization and legitimization of the Chinese Coast Guard’s illegal actions, which may lead to assertions of control over these waters.

Moreover, the continued vigilance of BRP Teresa Magbanua serves as a proactive measure to ensure that Filipino fishermen can carry out their activities without the threat of harassment or intimidation. The deployment of the PCG’s white ship underscores a commitment to monitoring and maintaining a visible presence to deter illegal activities by the Chinese Coast Guard while adhering to principles of restraint and non-provocation.","['https://pbs.twimg.com/media/Gg8GHoxbIAA4waM?format=jpg&name=large', 'https://pbs.twimg.com/media/Gg8GHovbAAA5CcA?format=jpg&name=large']",https://x.com/jaytaryela/status/1877739053573140616
PCG Challenges Illegal Chinese Coast Guard Presence in EEZ,https://wpstransparency.ph/pcg-challenges-illegal-chinese-coast-guard-presence-in-eez/,"January 9, 2025","9701 Vigilantly Challenges Illegal Presence of Chinese Coast Guard Vessels The Philippine Coast Guard (PCG) vessel, BRP Teresa Magbanua, has successfully conducted ongoing monitoring of the illegal presence of Chinese ...","9701 Vigilantly Challenges Illegal Presence of Chinese Coast Guard Vessels

The Philippine Coast Guard (PCG) vessel, BRP Teresa Magbanua, has successfully conducted ongoing monitoring of the illegal presence of Chinese Coast Guard vessels exhibiting erratic movements along the coastline of Zambales Province, approximately 70-80 nautical miles from shore.

In a demonstration of their commitment to protecting the country’s maritime sovereignty, the crew of the BRP Teresa Magbanua persistently radio challenged the Chinese vessels, informing them that they are operating within the Philippines’ Exclusive Economic Zone (EEZ). The PCG referenced Republic Act 12064, the “Philippine Maritime Zones Act,” as well as the United Nations Convention on the Law of the Sea, of which China is a signatory, and the 2016 Arbitral Award. The crew made it clear that the Chinese vessels do not possess any legal authority to patrol within the Philippines’ EEZ and directed them to depart immediately.

Of particular note during today’s operations was the replacement of Chinese Coast Guard vessel 3103 by vessel 3304 in the afternoon. Despite this change, the objective of the Chinese deployment remains the same: to assert normalization and legitimacy in these waters. The PCG is steadfast in its mission to counteract these efforts and prevent any normalization of illegal deployment of CCG vessels.

Under the guidance of Commandant Admiral Ronnie Gil Gavan, the PCG will continue to vigilantly monitor the illegal presence of the Chinese Coast Guard while employing a measured response that prioritizes the Philippines’ national interests and aims to avoid escalation.","['https://pbs.twimg.com/media/Gg2r3pSaMAMsYIt?format=jpg&name=large', 'https://pbs.twimg.com/media/Gg2r3pUaMAMEbG_?format=jpg&name=large']",https://x.com/jaytaryela/status/1877346401669304768
PCG Tracks Replacement for China’s ‘Monster Ship’,https://wpstransparency.ph/pcg-tracks-replacement-for-chinas-monster-ship/,"January 8, 2025","Based on the Philippine Coast Guard’s (PCG) current monitoring, the China Coast Guard vessel 5901, “monster ship,” has departed from the coastline of Zambales and is now approximately 90 nautical ...","Based on the Philippine Coast Guard’s (PCG) current monitoring, the China Coast Guard vessel 5901, “monster ship,” has departed from the coastline of Zambales and is now approximately 90 nautical miles offshore. Meanwhile, the PCG has tracked CCG-3103, which left Guangdong Province yesterday and is heading directly to the previous location of the monster ship.

As of 3 PM today, CCG-3103 was detected by Canada’s Dark Vessel Detection at a distance of 60 nautical miles from Pandaquit, Zambales. This indicates that CCG-3103 is likely serving as a replacement vessel for the monster ship, thereby sustaining its illegal presence within the Philippines’ Exclusive Economic Zone.

The PCG Commandant, Admiral Ronnie Gil Gavan, has deployed the PCG Islander to the area, where it has confirmed the presence of CCG-3103 operating in the vicinity previously occupied by the monster ship. Additionally, the PCG vessel BRP Cabra is currently heading towards the location of CCG-3103 to monitor and challenge its presence.","['https://pbs.twimg.com/media/GgwenJ7aIAAcDqt?format=jpg&name=medium', 'https://pbs.twimg.com/media/GgwenJ6b0AA8NKn?format=jpg&name=large']",https://x.com/jaytaryela/status/1876908862378582365
PCG’s Vigilance Against Illegal CCG Vessel Presence,https://wpstransparency.ph/pcgs-vigilance-against-illegal-ccg-vessel-presence/,"January 7, 2025","Today, the @coastguardph vessel, BRP Cabra, has maintained its vigilant monitoring of the illegal presence of the China Coast Guard vessel 5901, which continues to operate 60-70 nautical miles from ...","Today, the @coastguardph vessel, BRP Cabra, has maintained its vigilant monitoring of the illegal presence of the China Coast Guard vessel 5901, which continues to operate 60-70 nautical miles from the coastline of Zambales for the fourth consecutive day. As in previous encounters, the CCG-5901 was subjected to radio challenges, highlighting her unlawful operations within the Philippines’ Exclusive Economic Zone and asserting that she lacks the legal authority to conduct law enforcement patrols in the area.

Despite the PCG’s efforts to address the illegal presence of the CCG vessel through measured law enforcement operations, the People’s Republic of China (PRC) has provocatively deployed a People’s Liberation Army-Navy (PLA-N) helicopter, tail number 47, which hovered above the PCG vessel. In response, the PCG Commandant, Admiral Ronnie Gil Gavan has issued clear guidance to remain unthreatened and to refrain from actions that could escalate tensions.

The Philippine Coast Guard remains resolutely committed to safeguarding our sovereign rights and will not allow the presence of the Chinese Coast Guard vessel to infringe upon our maritime jurisdiction. The PCG leadership fully supports the firm stance of President@bongbongmarcosthat he will not surrender a square inch of our territory to any foreign power.","['https://pbs.twimg.com/media/Ggsjhj4aUAAEDFv?format=jpg&name=large', 'https://pbs.twimg.com/media/Ggsjhj5aIAAgE0T?format=jpg&name=large']",https://x.com/jaytaryela/status/1876632946737807842
PCG Monitors Illegal China Coast Guard Presence,https://wpstransparency.ph/pcg-monitors-illegal-china-coast-guard-presence/,"January 6, 2025","Philippine Coast Guard Continues Vigilant Monitoring of Illegal Presence of China Coast Guard Vessel As of 1900H today, the Philippine Coast Guard vessel, BRP Cabra (MRRV-4409), is maintaining its vigilant ...","Philippine Coast Guard Continues Vigilant Monitoring of Illegal Presence of China Coast Guard VesselAs of 1900H today, the Philippine Coast Guard vessel, BRP Cabra (MRRV-4409), is maintaining its vigilant monitoring of the illegal presence of the China Coast Guard vessel CCG-5901 within the Philippines’ Exclusive Economic Zone (EEZ) for the third consecutive day. Observations reveal that the CCG vessel’s erratic movements indicate it is not engaged in innocent passage but rather asserts that it is conducting a law enforcement operation, claiming jurisdiction over these waters as belonging to the People’s Republic of China. In response, the crew of BRP Cabra has remained steadfast in challenging this assertion, diligently tailing and shadowing CCG-5901 to uphold Philippine sovereign rights. This unwavering commitment reflects the guidance of Commandant Admiral Ronnie Gil Gavan, emphasizing the importance of persistently confronting the illegal presence of the People’s Republic of China and ensuring the safety and security of Filipino fishermen operating in the area. The Philippine Coast Guard reaffirms its dedication to protecting the nation’s maritime interests and will continue to monitor the activities of the CCG’s illegitimate presence.",['https://wpstransparency.ph/wp-content/uploads/2025/02/jan-06-cover.png'],https://x.com/jaytaryela/status/1876240823245037742
BRP Cabra Monitors Chinese Coast Guard in EEZ,https://wpstransparency.ph/brp-cabra-monitors-chinese-coast-guard-in-eez/,"January 5, 2025","BRP Cabra Maintains Vigilant Monitoring of Chinese Coast Guard Monster Ship On its second day of patrol, the Philippine Coast Guard vessel BRP Cabra continues to actively monitor the movements ...","BRP Cabra Maintains Vigilant Monitoring of Chinese Coast Guard Monster Ship

On its second day of patrol, the Philippine Coast Guard vessel BRP Cabra continues to actively monitor the movements of Chinese Coast Guard vessel 5901. The CCG vessel has been challenged regarding its illegal presence, emphasizing that it lacks the legal authority to operate within the Philippines’ Exclusive Economic Zone. This radio challenge from the PCG is a response to claims made by the CCG vessel, which asserts it is conducting law enforcement duties within what it considers the jurisdictional waters of the People’s Republic of China.

To enhance safety and oversight of legitimate PCG maritime patrols, Commandant Admiral Ronniel Gil Gavan has deployed the PCG Islander to support these operations. This aircraft will document any potential incidents, including intentional ramming by the CCG vessel, and ensure that immediate rescue operations can be initiated if needed.

Despite the Chinese Coast Guard’s ongoing illegal presence approximately 65 to 70 nautical miles off the coast of Zambales, the PCG leadership remains unwavering in its commitment to a vigilant, rules-based, and peace-oriented approach. The PCG will continue to take deliberate and appropriately measured actions to challenge the illegal presence of the Chinese Coast Guard until it ceases its violations of the Philippines’ sovereign rights in these waters.

Throughout these monitoring efforts, the safety and security of Filipino fishermen remain the PCG’s highest priority.","['https://pbs.twimg.com/media/GgiGt0lbAAA4ahE?format=jpg&name=large', 'https://pbs.twimg.com/media/GgiGt0oacAAbx61?format=jpg&name=medium']",https://x.com/jaytaryela/status/1875897499904585749
PCG Monitors Chinese Coast Guard Vessel in Philippine EEZ,https://wpstransparency.ph/pcg-monitors-chinese-coast-guard-vessel-in-philippine-eez/,"January 4, 2025","When the Philippine Coast Guard detected the presence of the Chinese Coast Guard vessel 5901, positioned 54 nautical miles off the coast of Capones Island, Zambales, using Canada’s Dark Vessel ...","When the Philippine Coast Guard detected the presence of the Chinese Coast Guard vessel 5901, positioned 54 nautical miles off the coast of Capones Island, Zambales, using Canada’s Dark Vessel Detection (DVD) system, Admiral Ronnie Gil Gavan, the PCG Commandant, promptly dispatched BRP Cabra (MRRV-4409) along with a PCG Helicopter and PCG Caravan to verify the incursion and assert their presence.

By around 1700H this afternoon, MRRV 4409 and the PCG Caravan confirmed that the Chinese vessel was indeed in the area identified by the DVD. The PCG vessel and aircraft continuously challenged the presence of the Chinese Coast Guard, emphasizing that it was operating within the Philippines’ Exclusive Economic Zone (EEZ) in accordance with the Philippine Maritime Zones Law and UNCLOS.

As of 2000H this evening, BRP Cabra (MRRV-4409) continues to monitor the Chinese vessel as it heads west, now 85 nautical miles away from Zambales.

The PCG remains committed to closely monitoring this Chinese Coast Guard vessel to ensure that Filipino fishermen can operate safely and without harassment within our Exclusive Economic Zone.","['https://pbs.twimg.com/media/GgdGTzBa8AIJf8A?format=jpg&name=large', 'https://pbs.twimg.com/media/GgdGTzJbQAAyleI?format=jpg&name=large']",https://x.com/jaytaryela/status/1875549500233937297
Philippines Denounces China’s Aggression Against Fishermen,https://wpstransparency.ph/philippines-denounces-chinas-aggression-against-fishermen/,"December 26, 2024",The right track of resolving issues is by adhering to international law rather than resorting to aggression against ordinary civilian fishermen who are simply trying to make a living within ...,"The right track of resolving issues is by adhering to international law rather than resorting to aggression against ordinary civilian fishermen who are simply trying to make a living within our country’s Exclusive Economic Zone. Continued insistence by the Chinese Communist Party on their illegal claims to these waters will only escalate tensions and provoke other nations. This situation is further complicated by their unwillingness to take responsibility for their unlawful actions. If they claim that it is a scripted scenario to organize the Filipino fishing boats, I wonder why they always fall into the plot and continue to insist on playing the villain. It is because the Chinese Communist Party believes that what is right is justified by their might?",['https://wpstransparency.ph/wp-content/uploads/2025/02/dec-26.png'],https://x.com/jaytaryela/status/1872243710773301250
